step,time,x,y,z,roll,pitch,yaw,p_gain_mult,seed
0,0.0,0.0,0.0,0.09982986003160477,0.0,-0.0,0.0,0.2,123
1,0.004166666666666667,0.0,0.0,0.09963540732860565,0.0,-0.0,0.0,0.2,123
2,0.008333333333333333,0.0,0.0,0.09941882640123367,0.0,-0.0,0.0,0.2,123
3,0.0125,0.0,0.0,0.0991821438074112,0.0,-0.0,0.0,0.2,123
4,0.016666666666666666,0.0,0.0,0.09892724454402924,0.0,-0.0,0.0,0.2,123
5,0.020833333333333332,0.0,0.0,0.09865585714578629,0.0,-0.0,0.0,0.2,123
6,0.025,0.0,0.0,0.09836958348751068,0.0,-0.0,0.0,0.2,123
7,0.029166666666666667,0.0,0.0,0.0980699211359024,0.0,-0.0,0.0,0.2,123
8,0.03333333333333333,0.0,0.0,0.0977582335472107,0.0,-0.0,0.0,0.2,123
9,0.0375,0.0,0.0,0.09743580222129822,0.0,-0.0,0.0,0.2,123
10,0.041666666666666664,0.0,0.0,0.09710380434989929,0.0,-0.0,0.0,0.2,123
11,0.04583333333333333,0.0,0.0,0.09676332771778107,0.0,-0.0,0.0,0.2,123
12,0.05,0.0,0.0,0.09641538560390472,0.0,-0.0,0.0,0.2,123
13,0.05416666666666667,0.0,0.0,0.09606090188026428,0.0,-0.0,0.0,0.2,123
14,0.058333333333333334,0.0,0.0,0.09570074826478958,0.0,-0.0,0.0,0.2,123
15,0.0625,0.0,0.0,0.09533572196960449,0.0,-0.0,0.0,0.2,123
16,0.06666666666666667,0.0,0.0,0.09496655315160751,0.0,-0.0,0.0,0.2,123
17,0.07083333333333333,0.0,0.0,0.09459392726421356,0.0,-0.0,0.0,0.2,123
18,0.075,0.0,0.0,0.09421847760677338,0.0,-0.0,0.0,0.2,123
19,0.07916666666666666,0.0,0.0,0.09384078532457352,0.0,-0.0,0.0,0.2,123
20,0.08333333333333333,0.0,0.0,0.09346138685941696,0.0,-0.0,0.0,0.2,123
21,0.0875,0.0,0.0,0.0930807814002037,0.0,-0.0,0.0,0.2,123
22,0.09166666666666666,0.0,0.0,0.09269942343235016,0.0,-0.0,0.0,0.2,123
23,0.09583333333333334,0.0,0.0,0.09231773763895035,0.0,-0.0,0.0,0.2,123
24,0.1,0.0,0.0,0.0919361263513565,0.0,-0.0,0.0,0.2,123
25,0.10416666666666667,0.0,0.0,0.09155493229627609,0.0,-0.0,0.0,0.2,123
26,0.10833333333333334,0.0,0.0,0.09117449820041656,0.0,-0.0,0.0,0.2,123
27,0.1125,0.0,0.0,0.090795136988163,0.0,-0.0,0.0,0.2,123
28,0.11666666666666667,0.0,0.0,0.09041712433099747,0.0,-0.0,0.0,0.2,123
29,0.12083333333333333,0.0,0.0,0.09004072099924088,0.0,-0.0,0.0,0.2,123
30,0.125,0.0,0.0,0.08966616541147232,0.0,-0.0,0.0,0.2,123
31,0.12916666666666668,0.0,0.0,0.08929368108510971,0.0,-0.0,0.0,0.2,123
32,0.13333333333333333,0.0,0.0,0.08892346918582916,0.0,-0.0,0.0,0.2,123
33,0.1375,0.0,0.0,0.0885557159781456,0.0,-0.0,0.0,0.2,123
34,0.14166666666666666,0.0,0.0,0.08819060027599335,0.0,-0.0,0.0,0.2,123
35,0.14583333333333334,0.0,0.0,0.08782827109098434,0.0,-0.0,0.0,0.2,123
36,0.15,0.0,0.0,0.08746887743473053,0.0,-0.0,0.0,0.2,123
37,0.15416666666666667,0.0,0.0,0.08711255341768265,0.0,-0.0,0.0,0.2,123
38,0.15833333333333333,0.0,0.0,0.08675941824913025,0.0,-0.0,0.0,0.2,123
39,0.1625,0.0,0.0,0.08640958368778229,0.0,-0.0,0.0,0.2,123
40,0.16666666666666666,0.0,0.0,0.08606307953596115,0.0,-0.0,0.0,0.2,123
41,0.17083333333333334,0.0,0.0,0.0857197567820549,0.0,-0.0,0.0,0.2,123
42,0.175,0.0,0.0,0.08537948131561279,0.0,-0.0,0.0,0.2,123
43,0.17916666666666667,0.0,0.0,0.08504213392734528,0.0,-0.0,0.0,0.2,123
44,0.18333333333333332,0.0,0.0,0.0847075879573822,0.0,-0.0,0.0,0.2,123
45,0.1875,0.0,0.0,0.08437573164701462,0.0,-0.0,0.0,0.2,123
46,0.19166666666666668,0.0,0.0,0.08404646068811417,0.0,-0.0,0.0,0.2,123
47,0.19583333333333333,0.0,0.0,0.08371969312429428,0.0,-0.0,0.0,0.2,123
48,0.2,0.0,0.0,0.0833953395485878,0.0,-0.0,0.0,0.2,123
49,0.20416666666666666,0.0,0.0,0.08307331055402756,0.0,-0.0,0.0,0.2,123
50,0.20833333333333334,0.0,0.0,0.08275353163480759,0.0,-0.0,0.0,0.2,123
51,0.2125,0.0,0.0,0.08243592828512192,0.0,-0.0,0.0,0.2,123
52,0.21666666666666667,0.0,0.0,0.08212042599916458,0.0,-0.0,0.0,0.2,123
53,0.22083333333333333,0.0,0.0,0.081806980073452,0.0,-0.0,0.0,0.2,123
54,0.225,0.0,0.0,0.08149551600217819,0.0,-0.0,0.0,0.2,123
55,0.22916666666666666,0.0,0.0,0.08118598908185959,0.0,-0.0,0.0,0.2,123
56,0.23333333333333334,0.0,0.0,0.0808783546090126,0.0,-0.0,0.0,0.2,123
57,0.2375,0.0,0.0,0.08057255297899246,0.0,-0.0,0.0,0.2,123
58,0.24166666666666667,0.0,0.0,0.08026855438947678,0.0,-0.0,0.0,0.2,123
59,0.24583333333333332,0.0,0.0,0.07996629923582077,0.0,-0.0,0.0,0.2,123
60,0.25,0.0,0.0,0.07966575771570206,0.0,-0.0,0.0,0.2,123
61,0.25416666666666665,0.0,0.0,0.07936690002679825,0.0,-0.0,0.0,0.2,123
62,0.25833333333333336,0.0,0.0,0.07906968146562576,0.0,-0.0,0.0,0.2,123
63,0.2625,0.0,0.0,0.07877407968044281,0.0,-0.0,0.0,0.2,123
64,0.26666666666666666,0.0,0.0,0.078480064868927,0.0,-0.0,0.0,0.2,123
65,0.2708333333333333,0.0,0.0,0.07818759977817535,0.0,-0.0,0.0,0.2,123
66,0.275,0.0,0.0,0.07789666205644608,0.0,-0.0,0.0,0.2,123
67,0.2791666666666667,0.0,0.0,0.07760722935199738,0.0,-0.0,0.0,0.2,123
68,0.2833333333333333,0.0,0.0,0.07731927931308746,0.0,-0.0,0.0,0.2,123
69,0.2875,0.0,0.0,0.07703278213739395,0.0,-0.0,0.0,0.2,123
70,0.2916666666666667,0.0,0.0,0.07674772292375565,0.0,-0.0,0.0,0.2,123
71,0.29583333333333334,0.0,0.0,0.07646407932043076,0.0,-0.0,0.0,0.2,123
72,0.3,0.0,0.0,0.07618183642625809,0.0,-0.0,0.0,0.2,123
73,0.30416666666666664,0.0,0.0,0.07590097188949585,0.0,-0.0,0.0,0.2,123
74,0.30833333333333335,0.0,0.0,0.07562147080898285,0.0,-0.0,0.0,0.2,123
75,0.3125,0.0,0.0,0.07534331828355789,0.0,-0.0,0.0,0.2,123
76,0.31666666666666665,0.0,0.0,0.07506649941205978,0.0,-0.0,0.0,0.2,123
77,0.32083333333333336,0.0,0.0,0.07479099929332733,0.0,-0.0,0.0,0.2,123
78,0.325,0.0,0.0,0.07451680302619934,0.0,-0.0,0.0,0.2,123
79,0.32916666666666666,0.0,0.0,0.07424389570951462,0.0,-0.0,0.0,0.2,123
80,0.3333333333333333,0.0,0.0,0.07397226989269257,0.0,-0.0,0.0,0.2,123
81,0.3375,0.0,0.0,0.07370191067457199,0.0,-0.0,0.0,0.2,123
82,0.3416666666666667,0.0,0.0,0.0734328106045723,0.0,-0.0,0.0,0.2,123
83,0.3458333333333333,0.0,0.0,0.07316495478153229,0.0,-0.0,0.0,0.2,123
